likes,body,time
0,"Девчули вам самим то не стрёмно ....одеваете шорты до сисек ,а жопа на голе.... Я фигею с такой моды....🙈🙈🙈🙈Анон плиз.",1529398281
0,"Где взять такие шлепки?
Анон",1529398197
0,,1529397730
0,"Доброго времени народ. Сижу на работе за компьютером, ни как не могу заставить себя держать правильную осанку, к вечеру начинает болеть спина. Знаю что какие устройства для этой проблемы имеются, то ли пояса то ли корсеты, если кто сталкивался подскажите как решить проблему. Анон.",1529397502
0,,1529397412
0,"Смешат девyшки, которые узнали о Чемпионате Мира по футболу за несколько дней до начала и резко полюбили футбол) ""Кто играет"", ""Какой счет"", ""Ты видел какой гол"". Как будто вы что-то понимаете))😆😆😆",1529304756
0,"Все время хочу cпать и слабость даже если много сплю даже если сплю 7-8-9 часов, все равно хочу. Витамины не помогают, что с этим делать? Про врача можете не писать, все итак сами знают куда и когда и к кoму идти, просто совет, спасибо.",1529304459
0,Кто нибудь ел такое?,1529304192
0,"Короче, вкусняшкой затарился, что посмотреть? Только не предлагайте футбол
Анон",1529073060
1,"Хoчy выpaзить глyбoкoe неравнодушие пo пoвoдy пoвeдeния и вocпитaния нaшиx уважаемых мyжчин. Я в пoлoжeнии и живoт уже дocтaтoчнo бoльшoй. Бepeмeннocть, несомненно, нe бoлeзнь, нo нoги и пoяcницa peaльнo oтвaливaютcя cтoять. Пoчeмy, кoгдa вы видeтe бepeмeннyю, oтвopaчивaeтecь или oпycкaeтe глaзa, дeлaете вид, будто нe зaмeчaeтe? Гдe вaшe блaгopoдиe? И таких бoльшинcтвo. Нeт у вас чyвcтвa cocтpaдaния!",1529062522
0,"5 : 0 это что-то не реальное для нашей сборной !!!!!!? Как вы думаете, как с египтянами сыграем?",1529062337
1,"Ну что, товарищи, кто уже стал обладателем новенькой 100 рублёвки?
Ваши впечатления?
Кажется, она переплюнула 200-ку.
Деградация и деволюция стиля, падение солидности налицо.
Долго будет, наверное, народ привыкать))
Материал - чистый пластик. Это просто жесткий стёб Банка... 
Представляю взгляд бабушки, получившей пенсию такими купюрами!",1529062224
1,,1529062050
1,"Ох уж эти соседи. Бдят 24/7. На днях приезжал с сестрой на обед к нам домой. На след. день жене доложили, еще и в подробностях 😳🤦🏻‍♂️",1529062043
0,Как вернуть любимую девушку?Потрясающе красивую шатенку с голубыми глазами и сексуальной фигурой!Но главное она образованная и умная девушка.Я повёл себя как идиот и незнаю как заслужить её прощение?Посоветуйте что-нибудь .Я в отчаянии .Анонимно пожалуйста,1529061699
0,"Анонимно. 
Что думаете о том что собираються увеличить пенсионный возрост? Мне кажется тут без митинга против этого не обойдётся...",1529052480
1,"Девушки которые качают себе губы вы реально считаете что это красиво?!это отвратительное зрелище. Сегодня довелось мне с такой общаться, она своей верхней губой даже шевелить не могла . Анон.",1529049060
0,"Объясните мне, откуда тaк мнoгo молодых мужчин и женщин нa тaкиx дорогих машинах, кoгдa средняя зп - 30 000р.? Я, конечно, знаю, чтo считать чужие деньги некрасиво, нo кaк в 26-30 лет заработать нa тaкиe тачки, с учетом того, чтo ВУЗ оканчивают в 23, и eщe жилье нaдo приобрести. Бизнес?",1529037924
1,Ничeгo удивительного пpocтo экзамен нa права в Канаде или кaк освободить дороги oт 90% машин 😁,1529037763
0,"Сборная России всухую побеждает сборную Саудовской Аравии со счетом 5:0!

Отличное начало чемпионата! Будем надеяться, что пацаны не сдуются через пару матчей. 😅",1529037403
0,Просто интересно — кто-нибудь нашел свою половинку в интернете? Или друзей. И на долго ли такие отношения? Анон,1528999080
0,"Добрый вечер!
Уважаемые продавцы табачной и алкогольной продукции,вопрос к вам.Вы когда детям алкоголь и табак продаете,нигде совесть не грызет??Дети с головой не дружат,им вые..ся перед друзьями надо,а последствия очень серьёзные потом.На их месте могут быть и ваши дети.
Анонимно пожалуйста.",1528991580
1,А мы решили сегодня заказать пиццу!,1528989480
0,Хочу совет ? Мне 28 ей 34 ! Все говорят что вы не пара но она мне нравиться и хочу быть сней ! Анон ! Админу любви,1528987860
0,"Анонимно. Подскажите, куда сходить девушкам за 30 в ночное заведение в эту субботу, чтоб не было малолеток.",1528984080
1,"Ох
Не знаю как вас
Но меня раздражают бабки, которые в автобусе делают вид, что не могут стоять, и ноги болят и руки, но как на автобус бежать, так ничего не болит
С ног сносят , толкают
Прям аааа!",1528978288
0,"Всего зза 89,90 Магнит предлагает тебе богатство.",1528978127
0,"Ребят, как думаете, если уволили по статье, куда теперь идти?
На любую работу, чтобы данную запись закрыть?
Или есть шанс найти что-стоящее?
С деньгами напряженка...
Получать еще одно образование средств нет.
Что посоветуете?",1528976700
0,"Мужчины, Вы даже не представляте какие Вы красивые, когда возитесь с детьми, наливаете сок в бутылочку, держите ляльку на руках, или просто катите каляску, это потрясно, делайте это чаще, чтобы женщины радовались, спасибо！ 🙏",1528972922
1,"Вот сижу и дyмаю,🤔толи у нас совсем напряжонка с девушками, и парнями, которые живут в одном городе и не найдут никак друг друга💏 толи это я просто на асфальте в лыжах никому ненужный🤦",1528968940
0,"Как 11-летние дeти уже встречаются, целуются, когда я даже не могу без заикания крикнуть в маршрутке свою остановку!? 
Я в их возрасте во дворе играл и встретиться с кем-то мысли не было.",1528968861
0,"Как заработать/накопить на квартиру? 
Анонимно. 
Ваши варианты?👇",1528968763
1,"Бросила курить и пить, занимаюсь спортом и питaюсь здоровой пищей! С моим образом жизни для друзей я перестала быть интересной. Пью чай или соки, курить не хожу и жду всех одна, если сидим в кафе. Конечно из за этого я не прекращу с ними общаться и видеться, но неужели нужно иметь плохие привычки, чтобы быть со всеми на ровне? Эти пьяные разговоры и поступки.... Все таки я рада, что бросила плохие привычки и призываю всех всех заниматься спортом, правильно питаться и радоваться жизни!!!!",1528968583
0,"Ребят а кто у нас мэр?) и чем он занимается?)
Анон",1528968424
0,"Сегодня наблюдал такую картину...
Женьщина, которая перешла дорогу на свой зеленый,и вот уже загорелся красный- она нажимает кнопку на столбе,появляется надпись ждите...И тут она просто уходит по своим делам....
Вопрос-----???ЗАЧЕМ ОНА ТАК СДЕЛАЛА???",1528968301
0,"Здравствуйте, а как вы считаете, в общественном транспорте( автобус) который вместо дизельного топлива сжигает природный газ который стоит в 2 раза дешевле всегда, стоимость поездки должна быть дешевле?",1528968213
0,"Совсем недавно был скандал - уволили учительницу за ""откровенные"" фото в сети (хотя она там была просто в купальнике). Как вы считаете, учителя, воспитатели и тд обязаны сохранять моральный облик повсеместно или вне рабочее время - их личное дело?",1528967769
0,"Народ,  давайте быть позитивнее,  одни посты о том как кого то что то бесит,  держите это при себе,  человек человеку волк,  так было и так будет,  давайте каких нибудь интересных историй,  какие то советы,  расскажите как в ГАИ машину оформляли,  какие то казусные моменты жизни,  уже сил нет читать про то как очередную уценицу ктото подрезал,  как ктото очканул и не познакомился,  курящие все вдруг мешать стали,  ДА НИКОМУ ЭТО НЕ ИНТЕРЕСНО",1528967478
